Name,Muscle,Equipment,Type,Video,Image1,Image2,Rating
Ab Crunch Machine,Abdominals,Machine,Strength,https://videos.bodybuilding.com/video/mp4/30000/31771m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/225/Male/m/225_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/225/Male/m/225_2.jpg,8
Smith Machine Hip Raise,Abdominals,Machine,Strength,https://videos.bodybuilding.com/video/mp4/106000/106992m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2181/Male/m/2181_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2181/Male/m/2181_2.jpg,8
