Name,Muscle,Equipment,Type,Video,Image1,Image2,Rating
Hip Extension with Bands,Glutes,Bands,Strength,https://videos.bodybuilding.com/video/mp4/94000/94142m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/877/Male/m/877_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/877/Male/m/877_2.jpg,7.2
Hip Lift with Band,Glutes,Bands,Powerlifting,https://videos.bodybuilding.com/video/mp4/76000/76532m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/738/Male/m/738_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/738/Male/m/738_2.jpg,6
